OriginalQuery,RewrittenQuery,Type
"Consider ""Fiverr""'s privacy policy; what information does the company store about me?","""How common is it for companies with privacy policies like Fiverr's to allow users to request data deletion?""",vague
"Consider ""Fiverr""'s privacy policy; what information can other people see?","""What liabilities do",vague
"Consider ""Fiverr""'s privacy policy; how does fiverr protect freelancers' personal information?",What kind of data protection,vague
"Consider ""Fiverr""'s privacy policy; how does fiverr ensure payments to freelancers are secure?","""Are data processing agreements like the one for G Suite clear about data usage for marketing purposes?""",vague
"Consider ""Fiverr""'s privacy policy; is my information sold to any third parties?","""Are users generally able to request access to the data that companies like Fiverr hold on them?""",vague
"Consider ""Fiverr""'s privacy policy; will my location be constantly tracked?","""What information is shared with third parties according to Fiverr's privacy policy?""",vague
"Consider ""Fiverr""'s privacy policy; will potential employers be able to obtain my address?","""What is the general procedure for users",vague
"Consider ""Fiverr""'s privacy policy; can i control the information that is presented to potential employers?","""How much information is shared with third parties about users as per the privacy policy?""",vague
"Consider ""Fiverr""'s privacy policy; can other parties see my information","""How do privacy policies usually address user",vague
"Consider ""Fiverr""'s privacy policy; can other people see my financial information","""How transparent are typical privacy policies",vague
"Consider ""Fiverr""'s privacy policy; what information do you collect?","""In general, what kinds of user data do companies like Fiverr typically collect?""",vague
"Consider ""Fiverr""'s privacy policy; do you sell my information to third parties?","""Do companies like Fiverr sell customer data to other businesses?""",vague
"Consider ""Fiverr""'s privacy policy; do you use a secure payment service?","""How does a company like Fiverr generally secure payment transactions for its users?""",vague
"Consider ""Fiverr""'s privacy policy; how is information used?","""Are there any mentions of data sharing with external parties in",vague
"Consider ""Keep""'s privacy policy; who has access to my workout plans?",What kind of data is protected from unauthorized access in,vague
"Consider ""Keep""'s privacy policy; will my fitness coach share my information with others?","""Are there any secondary uses of user data permitted in the privacy policy?""",vague
"Consider ""Keep""'s privacy policy; will my progress only be posted to social media if i want it to?","Are there any restrictions on data sharing with third-party services according to a privacy policy like ""Keep""'s?",vague
"Consider ""Keep""'s privacy policy; will any photos i take be accessed by outside parties?","""Where are photos stored according to the privacy policy of a photo storage service that is subject to EU regulations?""",vague
"Consider ""Keep""'s privacy policy; will my information be shared with other companies for marketing?","""Are there any instances where a company shares customer data with third-party companies for marketing purposes?""",vague
"Consider ""Keep""'s privacy policy; will the app use my data for marketing purposes?","""Can an",vague
"Consider ""Keep""'s privacy policy; does this app get access to my other apps like twitter and instagram?","""Do privacy policies typically cover access to third-party apps?""",vague
"Consider ""Keep""'s privacy policy; how safe is my account information on this app?","""What rights does a typical Non-Disclosure Agreement grant to Confidential Information?""",vague
"Consider ""Keep""'s privacy policy; are my statistics kept private?","""In what ways do privacy policies generally address user data confidentiality?""",vague
"Consider ""Keep""'s privacy policy; who can see my data?","""Do privacy policies usually require explicit",vague
"Consider ""Keep""'s privacy policy; does the app access my contact list?","""What types of user data do mobile apps usually disclose accessing in their privacy",vague
"Consider ""Keep""'s privacy policy; is my data safe?","""What kinds of data protection can users expect from companies like ""Keep""?""",vague
"Consider ""Keep""'s privacy policy; are you storing any of my information?","""What types of user information are generally stored by privacy policies like the one from 'Keep'?""",vague
"Consider ""Keep""'s privacy policy; do you access any of my contact's information?","""Can you tell me what happens to customer contact",vague
"Consider ""Keep""'s privacy policy; does it save any of my health data?","""Can third-party",vague
"Consider ""Keep""'s privacy policy; can the app access my location?","""Are there any indications that mobile apps",vague
"Consider ""Keep""'s privacy policy; is any information shared with third parties?","""Are there any third-party sharing practices mentioned in a privacy policy?""",vague
"Consider ""Keep""'s privacy policy; can it access my other social media accounts?","""How do typical Non-Disclosure Agreements handle rights to Confidential Information?""",vague
"Consider ""Keep""'s privacy policy; what information will this app have access to of mine?","""What types of user data does an app like 'Keep' typically collect and access?""",vague
"Consider ""Keep""'s privacy policy; will the personal info i share with this app to sign up be shared with other companies, etc?","In what ways, if any, does ""Keep""'s",vague
"Consider ""Keep""'s privacy policy; will my workout data be given to anyone else or shared with anyone (i.e. insurance companies)?","""Is '",vague
"Consider ""Keep""'s privacy policy; how well does keep protect my data and how do they do that?","""How do companies generally protect user data?""",vague
"Consider ""Keep""'s privacy policy; can people see what workout list i'm using?","""What types of user data are typically covered by privacy policies in terms of visibility",vague
"Consider ""Keep""'s privacy policy; can people see my workout log?","How does ""Keep""'s privacy policy handle user data for personal workout logs",vague
"Consider ""Keep""'s privacy policy; will they share my information with anyone?","What types of data sharing practices are typically found in privacy policies of companies like ""Keep""?",vague
"Consider ""Keep""'s privacy policy; will my location be monitored and shared?","""Do privacy policies generally involve location tracking and sharing?""  Answer: ""Yes, some privacy policies do involve location tracking and sharing, but the specifics can vary depending on the policy and the purpose of the tracking?",vague
"Consider ""Keep""'s privacy policy; how is my information protected?","""What are the common data protection practices found in privacy policies?""",vague
"Consider ""Keep""'s privacy policy; will any of my information be sold?","""Are there any general guidelines on what constitutes commercial use in terms of service agreements for online platforms?""",vague
"Consider ""Keep""'s privacy policy; do you know my location","""How might user data be linked to specific locations in a company's privacy policy?""",vague
"Consider ""Keep""'s privacy policy; do you keep and upload my activity to your database","""What information is usually uploaded to a database as part of",vague
"Consider ""Keep""'s privacy policy; do you use my data to modify the app","""Are user data from privacy",vague
"Consider ""Keep""'s privacy policy; do you sell my data","""What kind of information does ""Keep""'",vague
"Consider ""Keep""'s privacy policy; do you share my location with other people","""What types of information, such as location, are usually shared with other",vague
